countyfip,city,sex,age,language,poverty,diffrem,diffphys,diffmob,diffcare,diffeye,diffhear,vetstat,raceethn,diffany
0,"worcester, ma",female,60,english,81,no cognitive difficulty,has ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,1
0,"worcester, ma",female,70,english,290,no cognitive difficulty,has ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,1
0,"worcester, ma",female,69,english,13,no cognitive difficulty,has ambulatory difficulty,no independent living difficulty,no,no,yes,not a veteran,White NH,1
27,"worcester, ma",female,35,english,54,no cognitive difficulty,has ambulatory difficulty,has independent living difficulty,no,no,no,not a veteran,White NH,1
0,"worcester, ma",female,53,english,19,no cognitive difficulty,has ambulatory difficulty,has independent living difficulty,yes,no,no,not a veteran,White NH,1
0,"worcester, ma",female,83,english,82,no cognitive difficulty,has ambulatory difficulty,has independent living difficulty,yes,no,no,not a veteran,White NH,1
0,"worcester, ma",female,52,spanish,275,no cognitive difficulty,has ambulatory difficulty,has independent living difficulty,yes,no,yes,not a veteran,White NH,1
0,"worcester, ma",female,65,english,501,has cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,1
27,"worcester, ma",female,20,english,21,has cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,1
0,"worcester, ma",female,53,english,55,has cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,1
0,"worcester, ma",female,61,english,82,has cognitive difficulty,no ambulatory difficulty,has independent living difficulty,no,no,no,not a veteran,White NH,1
0,"worcester, ma",female,71,english,64,has cognitive difficulty,has ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,1
0,"worcester, ma",female,42,english,350,has cognitive difficulty,has ambulatory difficulty,has independent living difficulty,no,no,no,not a veteran,White NH,1
0,"worcester, ma",female,87,english,501,has cognitive difficulty,has ambulatory difficulty,has independent living difficulty,yes,no,no,not a veteran,White NH,1
0,not in identifiable city (or size group),male,1,n/a or blank,30,n/a,n/a,n/a,n/a,no,no,n/a,Black NH,0
21,not in identifiable city (or size group),male,1,n/a or blank,334,n/a,n/a,n/a,n/a,no,no,n/a,Black NH,0
0,not in identifiable city (or size group),male,less than 1 year old,n/a or blank,1,n/a,n/a,n/a,n/a,no,no,n/a,Black NH,0
0,not in identifiable city (or size group),male,2,n/a or blank,425,n/a,n/a,n/a,n/a,no,no,n/a,Black NH,0
21,not in identifiable city (or size group),male,1,n/a or blank,295,n/a,n/a,n/a,n/a,no,no,n/a,Black NH,0
0,not in identifiable city (or size group),male,4,n/a or blank,330,n/a,n/a,n/a,n/a,no,no,n/a,Black NH,0
17,not in identifiable city (or size group),male,1,n/a or blank,501,n/a,n/a,n/a,n/a,no,no,n/a,Black NH,0
9,not in identifiable city (or size group),male,2,n/a or blank,100,n/a,n/a,n/a,n/a,no,no,n/a,Black NH,0
0,not in identifiable city (or size group),male,4,n/a or blank,237,n/a,n/a,n/a,n/a,no,no,n/a,Black NH,0
3,not in identifiable city (or size group),male,4,n/a or blank,132,n/a,n/a,n/a,n/a,no,no,n/a,Black NH,0
0,not in identifiable city (or size group),male,3,n/a or blank,130,n/a,n/a,n/a,n/a,no,no,n/a,Black NH,0
3,not in identifiable city (or size group),male,3,n/a or blank,33,n/a,n/a,n/a,n/a,no,no,n/a,Black NH,0
0,not in identifiable city (or size group),male,less than 1 year old,n/a or blank,501,n/a,n/a,n/a,n/a,no,no,n/a,Black NH,0
0,not in identifiable city (or size group),male,11,french,382,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,Black NH,0
17,not in identifiable city (or size group),male,8,arabic,290,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,Black NH,0
0,not in identifiable city (or size group),male,13,english,349,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,Black NH,0
5,not in identifiable city (or size group),male,5,english,32,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,Black NH,0
0,not in identifiable city (or size group),male,13,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,Black NH,0
17,not in identifiable city (or size group),male,8,sub-saharan africa,176,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,Black NH,0
0,not in identifiable city (or size group),male,14,english,469,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,Black NH,0
0,not in identifiable city (or size group),male,6,english,501,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,Black NH,0
0,not in identifiable city (or size group),male,8,english,72,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,Black NH,0
5,not in identifiable city (or size group),male,6,english,59,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,Black NH,0
0,not in identifiable city (or size group),male,5,english,361,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,Black NH,0
0,not in identifiable city (or size group),male,13,english,56,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,Black NH,0
0,not in identifiable city (or size group),male,11,english,186,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,Black NH,0
5,not in identifiable city (or size group),male,9,english,32,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,Black NH,0
0,not in identifiable city (or size group),male,8,english,8,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,Black NH,0
0,not in identifiable city (or size group),male,12,english,381,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,Black NH,0
0,not in identifiable city (or size group),male,10,french,343,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,Black NH,0
0,not in identifiable city (or size group),male,8,portuguese,419,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,Black NH,0
0,not in identifiable city (or size group),male,8,english,331,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,Black NH,0
0,not in identifiable city (or size group),male,13,english,357,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,Black NH,0
21,not in identifiable city (or size group),male,12,english,309,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,Black NH,0
21,not in identifiable city (or size group),male,5,english,334,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,Black NH,0
27,not in identifiable city (or size group),male,13,english,181,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,Black NH,0
0,not in identifiable city (or size group),male,13,english,255,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,Black NH,0
0,not in identifiable city (or size group),male,13,french,301,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,Black NH,0
0,not in identifiable city (or size group),male,9,english,0,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,Black NH,0
0,not in identifiable city (or size group),male,11,english,38,no cognitive difficulty,no ambulatory difficulty,n/a,no,no,no,n/a,Black NH,0
0,not in identifiable city (or size group),male,71,english,42,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
17,not in identifiable city (or size group),male,65,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,57,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,57,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,43,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,87,english,426,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,veteran,Black NH,0
25,not in identifiable city (or size group),male,29,portuguese,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,75,english,302,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,veteran,Black NH,0
9,not in identifiable city (or size group),male,16,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,n/a,Black NH,0
17,not in identifiable city (or size group),male,54,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,veteran,Black NH,0
0,not in identifiable city (or size group),male,35,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
17,not in identifiable city (or size group),male,39,english,444,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,33,sub-saharan africa,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,57,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,16,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,n/a,Black NH,0
17,not in identifiable city (or size group),male,72,english,96,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,50,sub-saharan africa,361,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,60,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
5,not in identifiable city (or size group),male,23,english,485,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
21,not in identifiable city (or size group),male,48,sub-saharan africa,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
21,not in identifiable city (or size group),male,72,french,411,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,27,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,15,english,405,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,n/a,Black NH,0
0,not in identifiable city (or size group),male,63,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,67,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
17,not in identifiable city (or size group),male,67,english,407,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,70,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,veteran,Black NH,0
0,not in identifiable city (or size group),male,39,sub-saharan africa,158,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
25,not in identifiable city (or size group),male,54,sub-saharan africa,296,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
25,not in identifiable city (or size group),male,39,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
17,not in identifiable city (or size group),male,60,french,282,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,57,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,20,english,166,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
21,not in identifiable city (or size group),male,61,sub-saharan africa,351,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
17,not in identifiable city (or size group),male,56,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,58,french,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,22,english,399,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
25,not in identifiable city (or size group),male,47,english,438,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,54,english,18,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,veteran,Black NH,0
0,not in identifiable city (or size group),male,46,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,50,english,341,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,31,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,56,french,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
21,not in identifiable city (or size group),male,18,french,154,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,32,other afro-asiatic languages,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,50,french,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
23,not in identifiable city (or size group),male,67,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,67,english,58,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,veteran,Black NH,0
17,not in identifiable city (or size group),male,44,sub-saharan africa,176,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,18,english,72,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,15,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,n/a,Black NH,0
0,not in identifiable city (or size group),male,62,french,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
17,not in identifiable city (or size group),male,18,french,245,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
17,not in identifiable city (or size group),male,15,french,282,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,n/a,Black NH,0
27,not in identifiable city (or size group),male,63,english,164,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,37,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
17,not in identifiable city (or size group),male,24,french,429,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
17,not in identifiable city (or size group),male,56,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
5,not in identifiable city (or size group),male,35,sub-saharan africa,432,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
23,not in identifiable city (or size group),male,37,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,49,"amharic, ethiopian, etc",217,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,30,english,329,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,57,french,187,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
17,not in identifiable city (or size group),male,39,french,154,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
21,not in identifiable city (or size group),male,71,english,420,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,veteran,Black NH,0
0,not in identifiable city (or size group),male,54,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,48,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,53,sub-saharan africa,405,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,20,french,405,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,23,english,117,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,20,sub-saharan africa,308,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,32,english,330,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
25,not in identifiable city (or size group),male,40,arabic,247,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
17,not in identifiable city (or size group),male,62,arabic,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
17,not in identifiable city (or size group),male,26,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,42,french,241,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,48,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,28,english,381,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,51,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
21,not in identifiable city (or size group),male,36,sub-saharan africa,316,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,65,spanish,24,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
21,not in identifiable city (or size group),male,42,french,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,48,french,258,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
27,not in identifiable city (or size group),male,42,french,240,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,26,english,295,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,50,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,veteran,Black NH,0
0,not in identifiable city (or size group),male,43,english,327,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,26,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,22,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,65,english,91,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,56,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,veteran,Black NH,0
0,not in identifiable city (or size group),male,58,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,69,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
17,not in identifiable city (or size group),male,26,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,35,sub-saharan africa,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,36,english,301,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,50,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
21,not in identifiable city (or size group),male,69,english,225,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,68,french,316,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
17,not in identifiable city (or size group),male,36,english,494,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,54,english,407,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,27,french,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,16,english,11,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,n/a,Black NH,0
0,not in identifiable city (or size group),male,32,english,229,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,86,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,veteran,Black NH,0
9,not in identifiable city (or size group),male,48,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,57,sub-saharan africa,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,19,sub-saharan africa,34,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,56,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,veteran,Black NH,0
5,not in identifiable city (or size group),male,67,french,306,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,66,sub-saharan africa,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,veteran,Black NH,0
0,not in identifiable city (or size group),male,63,french,376,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,16,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,n/a,Black NH,0
0,not in identifiable city (or size group),male,38,english,357,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
5,not in identifiable city (or size group),male,65,english,79,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,35,french,55,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,55,english,193,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,35,portuguese,269,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,55,french,486,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,35,portuguese,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
3,not in identifiable city (or size group),male,49,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,42,french,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
17,not in identifiable city (or size group),male,15,english,176,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,n/a,Black NH,0
27,not in identifiable city (or size group),male,24,sub-saharan africa,494,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
21,not in identifiable city (or size group),male,17,french,252,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,27,english,192,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
21,not in identifiable city (or size group),male,62,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
9,not in identifiable city (or size group),male,48,english,257,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,62,portuguese,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,55,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,22,portuguese,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
5,not in identifiable city (or size group),male,23,english,485,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,63,french,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
3,not in identifiable city (or size group),male,19,english,375,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,66,english,388,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,23,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
17,not in identifiable city (or size group),male,52,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,61,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,21,english,359,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
17,not in identifiable city (or size group),male,30,english,160,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
17,not in identifiable city (or size group),male,50,french,383,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,38,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
21,not in identifiable city (or size group),male,63,english,122,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,18,french,255,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,52,sub-saharan africa,344,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
0,not in identifiable city (or size group),male,34,english,376,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,Black NH,0
